id,text,group,split,ai,low_quality
collier_2200,conquered by local recruits Pizarro was authorized to conquer Peru in the name of the Spanish crown and besides various other encouragements he received a modest sum from the Spanish treasury But it was again by local recruits not one of them furnished by the Spanish Government that the conquest was made and maintained Algeria has a very different story to tell The troops employed in effecting a difficult conquest spread over thirty years were French from first to last In general it may be said that where there have been regular campaigns and pitched battles the metropolitan troops bear the brunt of the fighting Where there is a guerrilla warfare as with the Australian blacks it is carried on by the colonial police or by the settlers sometimes with the aid of the natives themselves The Carthaginians built up their empire by native auxiliaries The French and English conquered Canada with the Hurons and Iroquois as auxiliaries The English mastered New Zealand with Maoris for allies and defeated the Kaffirs with the help of the Fingoes a related variety of the Bantu race Rhodesia was won by a force half Kaffir Peruvians aided Pizarro India has been made British by armies of which four fifths were Indian A people like a man contributes to its own subjugation The expense,collier.txt,train,0,
collier_2420,is likewise distributed Fifty years of intermittent war with the Kaffirs cost Great Britain twelve million pounds and it may safely be assumed that a no smaller sum was expended in New Zealand The colonists honorably bear their share The premier of the latter colony told a London audience in jubilee year that it was now cheerfully paying the interest on a debt of eleven millions incurred in holding the colony for the empire After a Kaffir war Cape Colony was saddled with a debt of three or four millions Other losses fall more directly on the settlers Probably none have borne such disasters and so much suffering as the early colonists of North America The destruction of property in a single New Zealand campaign amounted to 150 000 and the farmers on the frontiers of Cape Colony have suffered far more severely as those on the frontier of Queensland are suffering now If blood and money poured forth like water can furnish conquest with a valid title to territory not a few British and French colonies have been justly annexed The expansion of an organism or a species is determined also by its struggle with other equal organisms or species which conflict with it The hardest fight is with individuals of the same or similar species So are rival,collier.txt,train,0,
collier_2640,colonizing powers usually more formidable opponents to the acquisition of a country than its indigenes The Carthaginians were robbed of some of their colonies by the more numerous Greeks and the Greeks of many of theirs by the all conquering Romans The Swedes lost a colony to the Dutch The short but decisive struggle between the Dutch and the English was followed by the loss of the Dutch colonies in North America and the West Indies In the eighteenth century after every great war a group of colonies fell into the hands of the victorious power The West India Islands and those of the Indian Ocean were for many years tossed as in a game of battledore and shuttlecock between France and England The possession of Canada was a bone of contention between the two countries for several decades Seeley even maintains that the hundred years war ending in 1815 was a long rivalry between France and England for the New World and India If so it was marked by striking acts of generosity Conquests made in Canada by England with the efficient aid of the American colonies were more than once given back to France When all but two of the West India colonies were surrendered in 1814 the Foreign Minister explained that it was desired to open to,collier.txt,train,0,
collier_2860,France the means of peaceful expansion and it was not the interest of England to make her a military and conquering power The rivalry did not end with the Napoleonic wars According to one historian Australia was saved to the English in 1788 by six days and for long afterward there was a constant jealousy of French occupation Ships were sent by Australian governors to take possession of Van Diemen’s Land of southern western and northern Australia when it was believed that the French had designs on them An English war ship sent by the governor of the North Island of New Zealand to annex the rich and fertile South Island anticipated by only a few hours a French ship dispatched for the same purpose The rising of the French Canadians in 1838 has been described as the last convulsion of despair of a sinking nationality The English French and now the Germans are still rivals in present and future colonizing grounds in Africa China and the South Seas But no British colonist doubts that further pacific defeats if only by being bought out of their possessions await the French in different quarters of the globe for it is the colonies that press forward The North American colonies were at all times more aggressive than the mother state as the,collier.txt,train,0,
collier_3080,Australasian are now They are unconsciously on the way to become the suns of new systems Conquests may be made on various pretexts The Cape was twice seized by the English to prevent it from falling into the hands of the French and a few years later the Dutch were constrained to cede the colony to its temporary possessors Gambetta schemed to annex and colonize the whole North African coast from Egypt to Morocco and thus to create a _France nouvelle_ along the northern shores of the Mediterranean in place of the New France lost in Canada more than a century before or of that still older New France on the shores of the Bosporus In pursuance of this policy the powers at the Berlin Conference in 1878 permitted France to occupy not to annex Tunis prohibiting her however from fortifying its chief port But no one doubts that the regency there as in Madagascar will speedily give way to undisputed sovereignty and Bizerta is already fortified Writers are said to be dreamers and Locke’s constitution for Carolina Rousseau’s for Corsica Bentham’s for Russia with many another quixotic proposal furnish proof of their simplicity or their wrong headedness It is nevertheless a fact that most of the new ideas that are being carried into effect are the suggestions of publicists,collier.txt,train,0,
collier_3300,journalists who stand midway between men of thought and men of action Sometimes the former contribute immediately practicable proposals Russia Germany France and Great Britain the four grasping powers along with Italy and Belgium are now after a digestive interval of thirty years carrying out a suggestion made by Renan in 1871 The Chinese who threw off the yoke of the conquering Mongols belong it appears by ordination of Nature to the subject races The people that produced Confucius and Lao tze consist of laboring men who need direction and organization China therefore calls for conquest The powers have obeyed the call and that vast and peaceful land is now undergoing dismemberment with a view to final wholesale partition It is a parallel to the conquest of Peru by the Spaniards In both countries a more perfect civilization of a lower type was or will be superseded by a less perfect civilization of a higher type In this alone lies its assumed justification Evidently the argument may be carried far It would justify Russia in occupying Turkey the United States in conquering not only Spanish colonies but Spain itself It was the moral justification of the Gothic invasions of the early Christian centuries It is a sentence of death or it may be of new life to all moribund nationalities,collier.txt,train,0,
davis_0,establishment of these evolutionary principles exploration at home and abroad has greatly increased the store of recorded facts the more civilized countries have been in large part measured and mapped the coasts of the world have been charted the less civilized continents have been penetrated to their centers This harvest of fact has been an indispensable stimulus to the study of physical geography yet it can not be doubted that the spirit which has given life to the letter of the subject is the principle of evolution inorganic and organic This is especially true of the geography of the lands The century has seen the measurement of higher peaks in the Himalayas than had been previously measured in the Andes The Nile has been traced to its source in the lakes of equatorial Africa verifying the traditions of the ancients and the Kongo has been found to cross the equator twice on its way to the sea Facts without number have been added to the previous sum of knowledge But at the same time it has been discovered that the valleys of mountain ranges are the work of erosion that the product of valley erosion is often seen in extensive piedmont fluviatile plains that waterfalls are retrogressively worn away until they are reduced to the smooth grade of a maturely,davis.txt,train,0,
davis_220,established river and that interior basins are slowly filling with the waste that is washed in from their rims upon their floors Here are explanatory generalizations involving yet going far beyond matter of direct observation Such generalizations in geography correspond to the recognition in astronomy that planetary movements exemplify the law of gravitation they are the Newton as against the Kepler of the subject The sufficient justification of the demand that has now arisen for explanation and correlation in the study of land forms is found in the repeated experience that until an explanatory description of a region can be given one may be sure that some of its significant elements pass unnoticed and until the controls that it exerts on living forms are studied one may be confident that its geographical value is but half measured A sentence from Guyot’s Earth and Man may here be taken as a guide To describe without rising to the causes or descending to the consequences is no more science than merely and simply to relate a fact of which one has been a witness There could hardly be devised a more concise and searching test of good work than this quotation suggests The causes in so far as the physical geography of the lands is concerned have been learned chiefly through the,davis.txt,train,0,
davis_440,study of geology yet it does not by any means follow that all geologists are possessed of such knowledge of these causes as will constitute them geographers The consequences have been learned through the study of evolutionary biology yet a distinct addition to the usual discipline of biology is required in order to apprehend its geographical correlations The limited space allowed to this article will require that further consideration of the consequences be excluded in order to give due consideration to the causes One of the preparatory steps in the century’s advance was taken by the German geographer Ritter who near the beginning of the century advocated a new principle that may be illustrated by the change in the definition of geography from the description of the earth and its inhabitants to the study of the earth in relation to its inhabitants but advance beyond this beginning was for a long time obstructed by certain ancient beliefs Theological preconceptions as to the age of the earth and the associated geological doctrine of catastrophism although attacked by the rising school of uniformitarianism were then dominant They gave to the geographer a ready made earth on which the existing processes of change were unimportant Furthermore the belief in the separate creation of every organic species led to the doctrine of teleology which,davis.txt,train,0,
davis_660,maintained the predetermined fitness of the earth for its inhabitants and of its inhabitants for their lifework All this had to be outgrown before geographers could understand the slow development of land forms and the progressive adaptation of all living beings to their environments Yet the beginning that Ritter made was of great importance and it would have led further had it not happened that for many decades professors of geography in Europe brought chiefly a historical training to their chairs to the almost entire neglect of physical geography In the last thirty years there has been a reaction from this condition in Germany and France but Italy with many professors of geography in her universities still for the most part follows historical methods In the victory of the uniformitarians over the catastrophists began the fortunate alliance of geography with geology which was long afterwards happily phrased by Mackinder Geology considers the past in the light of the present geography considers the present in the light of the past Instead of believing in cataclysmic upheavals and in overwhelming floods Playfair and other exponents of the Huttonian school taught that mountains were slowly upheaved and slowly worn down The simplicity of Playfair’s argument finds excellent illustration in the often quoted passage regarding the origin of valleys Every river appears to consist,davis.txt,train,0,
davis_880,of a main trunk fed from a variety of branches each running in a valley proportioned to its size and all of them together forming a system of vallies communicating with one another and having such a nice adjustment of their declivities that none of them join the principal valley either on too high or too low a level a circumstance which would be infinitely improbable if each of these vallies were not the work of the stream that flows in it Descriptions of valleys should always recognize the share that rivers have had in eroding them or else the nice adjustment of their declivities may pass unnoticed It should be noted however that to this day explanation is not always allowed an undisputed place in the treatment of the lands however fully it is accepted as appropriate to the presentation of other divisions of physical geography But the manner in which explanation is extending over a larger and larger part of the subject gives assurance that the geographers of the coming century will insist upon a uniformly rational treatment of all divisions of their science The active phenomena of the earth’s surface first secured explanation it has long been considered essential to explain as well as to describe such phenomena as the winds of the air and the currents,davis.txt,train,0,
davis_1100,of the ocean indeed this is now so habitual that many geographers who may object to the explanation of a peculiar kind of a valley as a trespass upon geology will nevertheless demand an explanation of rainfall and tides although these truly geographical subjects are manifestly shared with physics and astronomy Land forms of very elementary character like deltas or of rapid production like volcanoes have had to give some account of themselves all through the century but it was not for many years after the announcement of Playfair’s law that the erosion of valleys by the rivers that drain them came to be regarded as a subject appropriate to a geographical treatise Only in the later years of the century has the fuller treatment of this beautiful subject been attempted even now much of it remains to be developed in the century to come The treatment of physical geography will be much more even to the great advantage of its students when explanatory description is applied to all its parts The alluvial fans at the base of arid mountains should be accounted for as well as the dunes of deserts The fault cliffs of broken plateau blocks and the weathered cliffs of retreating escarpments deserve to be considered as carefully as the wave cut cliffs of coasts the essential,davis.txt,train,0,
davis_1320,differences of these forms are reached most easily through their explanation The varied sculpturing of a mountain slope may in time come to be as well understood as is now the erosion of a simple valley in a low plain One of the most notable elements of the century’s progress is the increasing breadth of view gained as explanatory descriptions are extended further and further over the geographical field At first explanation was given to various individual features item by item now it is recognized that an appropriate place must be provided for all kinds of land forms in a comprehensive scheme of physiographic classification Many instances of the earlier stage might be given beginning with examples from the works of Humboldt the acknowledged leader of scientific explorers in the opening decades of the century His attempts more or less completely successful to explain the facts that he observed as well as to correlate life with environment may be traced all through his writings but his Cosmos 1845 did not reach a careful discussion of land forms although it entered so far into an explanatory treatment as to consider the formation of mountain ranges Innumerable examples of isolated facts and special explanations unrelated to a comprehensive scheme of physiographic classification might be taken from the reports of exploring expeditions and,davis.txt,train,0,
davis_1540,of geological surveys from books of travel and from geographical and geological journals with which the nineteenth century has filled so many library shelves but lack of space will prevent mention of all sources save a few treatises in which the accumulated knowledge of their time is summarized Such a work as Mrs Somerville’s Physical Geography 1848 gives in the early pages a brief general consideration of land forms and then enters at once upon the areal description of the continents later pages present a short outline of the features of rivers and then the rivers of the world are taken up This is as if a text book of botany should pass rapidly over the structure and classification of plants and devote most of its pages to the flora of different regions Again Klöden’s compendious geography includes a volume on Physical Geography in which much material is gathered 3d ed 1873 but the treatment is very uneven as is natural in the absence of a good scheme of classification Glaciers receive much attention but valleys are rather curtly dismissed deltas are elaborately described but little space is given to other forms assumed by the waste of the land on the way to the sea Ansted’s Physical Geography 5th ed 1871 contains abundant fact but much of it is a,davis.txt,train,0,
davis_1760,kind that is better presented on a map than in verbal form Many pages are devoted to statistical statements from which no student can gain inspiration for further study for example The Danube receives a large number of tributaries of which the most important are on the right the Isar Inn Raab Drave Save Morave and Isker On the left are the Altmühl Regen Waag Gran Theiss Temes Aluta Sereth and Pruth Many of these are large streams with other important tributaries The Danube drains upwards of 300 000 square miles of country A decided advance over earlier books in the way of rational or explanatory treatment is found in the works of Peschel and Reclus it is to the former that a reaction against the historical treatment of geography in Germany is largely due while the latter is to be credited with an enlarged attention to the detail of land forms but the books of neither of these authors recognize the systematic evolution of land forms The same may be said of various other treatises which approach but do not yet reach the ideal that seems to be in sight One of the chief responsibilities of the geographer the description of landscape can not be fully met by students who accept the principles set forth in these books as,davis.txt,train,0,
davis_1980,their guides for in spite of the increasing attention given to the lands in modern books and in spite of the greater number of forms recognized the combination of all forms in a well organized whole is not yet accomplished It seems to have been against the empirical method of such books as Ansted’s that Huxley protested in his Physiography urging its replacement by a more educative method He wrote I do not think that a description of the earth which commences by telling a child that it is an oblate spheriod moving around the sun in an elliptical orbit and ends without giving him the slightest hint towards an understanding of the ordnance map of his own country or any suggestion as to the meaning of the phenomena offered by the brook which runs through his village or of the gravel pit whence the roads are mended is calculated either to interest or to instruct Physiography has very little to do with this sort of Physical Geography My hearers were not troubled with much about latitudes and longitudes the heights of mountains depths of seas or the geographical distribution of kangaroos or _Compositae_ I endeavored to give them a view of the place in nature of a particular district of England the basin of the Thames and to leave,davis.txt,train,0,
davis_2200,upon their minds the impression that the muddy waters of our metropolitan river the hills between which it flows the breezes which blow over it are not isolated phenomena to be taken as understood because they are familiar On the contrary I endeavored to show that the application of the plainest and simplest processes of reasoning to any one of these phenomena suffices to show lying behind it a cause which again suggests another until step by step the conviction dawns upon the learner that to attain to even an elementary conception of what goes on in his own parish he must know something about the universe that the pebble he kicks aside would not be what it is and where it is unless a particular chapter of the earth’s history finished untold ages ago had been exactly what it was Many highly valuable compendia of Physical Geography for the use of scientific students of that subject are extant but in my judgment most of the elementary works I have seen begin at the wrong end and too often terminate in an _ominum gatherum_ of scraps of all sorts of undigested and unconnected information thereby entirely destroying the educational value of that study which Kant justly termed the propædeutic of natural knowledge Preface to Physiography 1878 Here we find clear,davis.txt,train,0,
davis_2420,recognition of the need of introducing a consideration of causes just as was urged by Guyot and furthermore a recognition of the need of linking together in their natural relations all the items which together constitute the content of the subject It may however be contended that the attempt to combine in a single course of study the elementary principles of chemistry and physics of geology and astronomy along with those of physical geography is not practicable from an educational point of view such a combination will not secure either the clear knowledge or the strong discipline that can be derived from systematic courses in two or three of these subjects presented separately Text books like Hinman’s Eclectic Physical Geography and Mill’s Realm of Nature in both of which a broad range of other than geographical subjects is covered do not seem to day to be in so much favor as those books which attend more closely to the true content of our subject Indeed with respect to physical geography considered from the scientific and educational point of view a report on College Entrance Requirements recently published by our National Educational Association D presents the best definition and outline of the subject that has yet appeared It advises the omission of irrelevant matter however interesting such matter may be in,davis.txt,train,0,
davis_2640,itself The principles of physics and the succession of geological formations with their fossils the classification and distribution of plants and animals must be taught elsewhere but much profit may be had from terrestrial phenomena by which the principles of physics are illustrated and from the consequences of past geological changes in determining present geographical conditions and especially from the physiographic controls by which the distribution of organic forms is determined D Proceedings 1899 780 792 also in the _Journal of School Geography_ September 1898 The general scheme under which all land forms may receive explanatory description must consider chiefly the movement and erosion of the earth’s crust Deformation offers a part of the earth’s crust to be worked upon Various destructive processes of erosion work upon the offered mass and the streams with their transported waste follow the depressions in the carved surface So important is the element of erosion and so leading is the part played by rivers in erosive work that McGee would gather all land forms under a classification determined by their drainage systems E Others have preferred a classification based first on peculiarities of structure as determined by accumulation and deformation and secondly on the progress of erosion but in either scheme the erosive work of rivers is so important that a sketch of the,davis.txt,train,0,
davis_2860,progress of the physical geography of the lands towards a systematic classification of its items may well follow the order in which valleys have been explained branching off as occasion may require from the leading theme of rivers that flow under a normal humid climate to special conditions of erosion under an arid or a frigid climate The progress which has made the physical geography of the lands what it is to day is more the work of geologists than of geographers and the chief reason for this is the indifference of many geographers to the physical side of their subject an indifference that was undoubtedly favored by the cultivation of historical geography in continental Europe and by the acceptance of the traveler or explorer as a full fledged geographer in Great Britain In the United States it is only in the latter part of the century that the physical geography of the lands has gained a scientific standing and the advantages that it now enjoys are geographical grafts upon a geological stock E _Nat Geogr Magazine_ i 1889 27 36 The emancipation of geology from the doctrine of catastrophism was a necessary step before progress could be made towards an understanding of the lands The slow movements of elevation and depression of certain coasts in historic time were of,davis.txt,train,0,
davis_3080,great importance in this connection Studies of geological structures at last overcame the belief in the sudden and violent upheaval of mountain chains which under the able and authoritative advocacy of Elie de Beaumont held a place even into the second half of the century But even when it came to be understood that mountains and plateaus have been slowly upheaved it still remained to be proved that the valleys and canyons by which they are drained were produced by erosion and not by fractures and unequal movements of elevation Advance was here made on two lines Along one a better understanding was gained of the forms producible by deformation alone along the other sea currents floods and earthquake waves to which the earlier observers trusted as a means of modifying the forms of uplift were gradually replaced by the slow action of weather and water Processes of deformation were found to act in a large way producing massive forms without detail broad plains and plateaus extensive domes straight cliffs and rolling corrugations and thus it was learned that the varied and detailed forms of lofty mountain ranges and dissected plateaus must be ascribed almost entirely to the processes of erosion But it should be noted that in exceptional instances land forms initiated by deformation so recently as to have,davis.txt,train,0,
davis_3300,suffered as yet only insignificant sculpture may exhibit much irregularity The most striking example of this kind an example of the very highest value in the systematic study of land forms is that afforded by the diversely tilted lava blocks of Southern Oregon as described by Russell F F 4th _Ann Rep U S Geol Survey_ 1883 Turning now to the second line of advance it is noteworthy that so keen an observer as Lesley insisted as late as 1856 that the peculiar topographical features of Pennsylvania which he knew and described so well could have been produced only by a great flood But the principles of the uniformitarians were constantly gaining ground against these older ideas and after the appearance in England of Scrope’s studies in Central France and of Greenwood’s polemic little work on Rain and Rivers 1857 victory may be said to have been declared for the principles long before announced by Hutton and Playfair which since then have obtained general acceptance and application Yet even the most ardent uniformitarians would in the middle of the century go no further than to admit that rain and rivers could roughen a region by carving valleys in it no consideration was then given to the possibility that with longer and longer time the hills must be more and more,davis.txt,train,0,
davis_3520,consumed the valleys must grow wider and wider open until however high and uneven the initial surface may have been it must at last be reduced to a lowland of small relief The surface of such a lowland would truncate the underground structures indifferently but when such truncating surfaces were noticed usually now at considerable altitudes above sea level as if elevated after having been planed and therefore more or less consumed by the erosion of a new system of valleys they were called plains of marine denudation by Ramsay 1847 or plains of marine abrasion by Richthofen 1882 Today it is recognized that both subaërial erosion and marine abrasion are theoretically competent to produce lowlands of denudation the real question here at issue concerns the criteria by which the work of either agency can be recognized in particular instances In the middle of the century not only every plain of denudation but every line of escarpments was held by the marinists to be the work of sea waves and it was not till after a sharp debate that the bluffs of the chalk downs which enclose the Weald of southeastern England were accepted as the product of ordinary atmospheric weathering instead of as the work of the sea Whitaker’s admirable essay on Subaërial Denudation which may be regarded as,davis.txt,train,0,
davis_3740,having given the victory in this discussion to the subaërialists was considered so heterodox that it was not acceptable for publication in the _Quarterly Journal_ of the Geological Society of London but had to find a place in the more modest _Geological Magazine_ 1867 whose pages it now honors So signal indeed was this victory that in later years the destructive work of the sea has been not infrequently underrated in the almost exclusive attention given to land sculpture by subaërial agencies Truly the sea does not erode valleys it does not wear out narrow lowlands of irregular form between enclosing uplands as was maintained by some of the most pronounced marinists in the middle of the century but it certainly does attack continental borders in a most vigorous fashion and many are the littoral forms that must be ascribed to its work as may be learned from Richthofen’s admirable Führer für Forschungsreisende 1886 As this problem can not be further considered here the reader may be at once referred to the most general discussion of the subject that has yet appeared in an essay on Shoreline Topography recently published by F P Gulliver G G _Proc Amer Acad _ Boston 1899 152 258 At about the time when the subaërial origin of valleys and escarpments was being established in,davis.txt,train,0,
