id,text,group,split,ai,low_quality
human_haffkine_2,by natural infection was as a rule the milder nature of the former especially when the matter for inoculation was taken from a notoriously mild case The result however was by no means certain A mild form of an infectious disease may be due either to the virus being of a weak nature and then such a virus would be the desired one for inoculating persons seeking artificial protection or else the mildness of the case may be due to the patient himself being of a resistant organization in which case though exhibiting mild symptoms himself he may be harboring an intense form of contagion apt to cause a severe outbreak when transferred to other less resistant persons Many plans were consequently adopted to secure with more certainty a mild artificial infection Some of these were directed to the treatment of the patient preparatory to inoculation others to the preparation of the infectious matter in order to attenuate its virulence The Brahmans who were the operators in India in addition to selecting material from patients with a mild form of the disease were accustomed not to employ the pus at once but to keep it wrapped up in cotton wool for a period of about twelve months and thus to weaken its power They inoculated in the early part of,haffkine.txt,train,0,
human_haffkine_3,the year at the time when smallpox prevailed and the practice they used was to moisten with water a bit of cotton wool prepared in the previous outbreak to place it on the arm of the person to be inoculated and to prick the arm through the wool over an area of about the size of a twenty five cent piece In a few days a vesicle would appear at the seat of the inoculation which later on developed into a pustule and eruption Notwithstanding these precautions great variation in the results was observed and many succumbed to the operation but those that passed through it safely were proof against further attacks Besides the personal risk to the inoculated the illness produced in them was infectious to others and unprotected persons coming in contact with the inoculated were likely to get infected from them The latter result was largely avoided by the practice adopted by the Brahmans of inoculating all the inhabitants of a family or village at the same time The benefits secured under the above precautions were considered far to outweigh the risks of inoculation With the extension of smallpox westward the system of artificial protection spread toward Europe through the intermediary of travelers and merchants The Arabs and Turks appreciated its benefits at an early date The,haffkine.txt,train,0,
human_shaler_0,Already the greater number of the white people know the blacks only as they are known by the Northern folk Race prejudice which in the days of slavery was hardly more than formal finding expression mainly in certain rules as to the behavior of the inferior class is likely to increase in proportion as the two peoples become parted from one another in interests If the present movement to disfranchise the negroes should lead to their general and permanent separation from political life or if in elections they should again array themselves as they did immediately after the war under the lead of white adventurers against the property interests of the commonwealth then there may be disaster The aim of the statesman of every citizen in his quality of a statesman should be to make the present political separation of the races as far as possible temporary Their effort should be to develop in the blacks the qualities which may make them safe holders of the franchise and to give that trust to all who become worthy of it We may at once put aside all the futile expedients for other dispositions of the negroes than the simple plan of adopting them into our national life The ancient project of returning them to Africa the suggestions that they should be,shaler.txt,train,0,
human_shaler_1,deported to some part of the American tropics or be segregated in some one of the Southern States are all too impracticable to deserve a moment’s attention They must be dismissed if for no other reason because the labor of the negroes is needed where they now dwell Their exodus would mean the commercial ruin of half a dozen great States It is hardly necessary to suggest that any such action would involve a trespass upon the rights of both the whites and blacks too great to be thought of in our day Assuming that the only thing to do with the negroes is to shape them so that they may be fit for the place of citizens the question is as to the steps which may be taken to attain this end It is evident that it cannot quickly be done Acting on the basis of our experience with immigrants from Europe a majority of Congress concluded that all the negro needed to convert him from the slave to the truly free man was the ballot We failed to see that between the primitive station of our race two thousand years ago and its present state there lay twenty centuries of toil and pain spent in winning the state of mind of the citizen We mocked the African with,shaler.txt,train,0,
human_shaler_2,the gift of the franchise We have now to begin where we should have begun thirty five years ago with measures that are proportionate to the need with a system of education that may serve to develop the saving qualities of the race What should this education be To most of us education begins with an alphabet and goes on to an indetermined limit of things that are to be had from books The method is naturally esteemed for we behold that the useful citizen comes forth from such teaching Yet logically we might as well attribute the shape and quality of the body to the clothes it bears The real education of our race that which gives the most of its value to the trifle of instruction we give our children is clearly a matter of race experience of training in the generations of deeds since it began to pass from primitive savagery First came the lessons in the art of continually laboring Fortunately this lesson of labor the negro either brought with him or learned so well in the generations of slavery that it is safely acquired Next came the training in the occupations above the plane of simple agriculture the industries of the forge the loom the ship and of military service and with it the habits,shaler.txt,train,0,
human_wynkoop_0,time to time from the gas office And it must be admitted that many of the explanations are misleading either through the intention of the superior officials or by reason of the ignorance of their subordinates Hardly has the chill of shortening days driven us indoors in the early twilight before complaints of poor gas become epidemic Now what _is_ poor gas Is the gas deficient in light giving constituents or is it merely burned in such a manner as not to afford a satisfactory illumination The charter of Greater New York requires that the illuminating gas supplied throughout the city shall be of at least twenty candle power or illuminating quality or richness that is to say if we burn this gas in a standard burner at the standard pressure or at as near this pressure as may be so that the rate of consumption is five cubic feet an hour the flame thus produced shall be equivalent to twenty standard sperm candles each burning at the rate of one hundred and twenty grains of sperm per hour and all bunched if such a thing were possible There can be hardly any doubt but that all the gas sent out from modern gas works fulfills the above requirement Indeed my own tests give results ranging from twenty two to,wynkoop.txt,valid,0,
human_wynkoop_1,twenty eight candles with an average of about twenty four Manifestly the gas _sent out_ is not poor Nevertheless the fact that the gas as manufactured is of the required candle power is no indication that the product as delivered to the consumer will give a similarly satisfactory test Distribution of gas is attended with many perplexities not the least of which is condensation The illuminating hydrocarbons or light giving constituents held in suspension in the gas are not so firmly fixed therein as to be unaffected by the size of the pipe the character of the internal pipe surface and barometric and thermometric variations The transmission of gas causes therefore a loss of candle power ranging from a small fraction to several candles although it is possible to conceive of conditions so extraordinarily favorable that the illuminating quality of the gas might be actually improved by distribution It will be readily understood from this explanation that tests made at the gas works or even at points arbitrarily selected at a certain distance from these works are hardly calculated to satisfy the consumer For this reason I have preferred in conducting these tests to sacrifice to some degree the accuracy that obtains in laboratory experiments in order to test gas samples _taken from the main directly in front of the,wynkoop.txt,valid,0,
human_wynkoop_2,complainant’s own premises_ I argue that the consumer cares little or nothing as to whether the gas as manufactured complies with the law or whether tests made at a point perhaps a mile away from the works show the required candle power but that he does want to know what is the quality of the gas passing in at his service pipe The method of collecting and transporting to a laboratory the gas samples enables one to say with positiveness that the gas at the point of complaint has an illuminating power of at least so many candles and that it may be even one candle better than the tests indicate The figures thus obtained range from twenty and a half to twenty five So then the gas _delivered to the consumer_ is not poor Hygienic reasons demand that the impurities in the gas shall not exceed a definite percentage Whatever effect these impurities may have upon the candle power has been covered by the tests above explained so that any further consideration of these impurities may be omitted here It is always a difficult matter to convince an indignant householder that the quality of the gas supplied to him is satisfactory He knows perfectly well that he is not getting the desired result and no explanation however elaborate as,wynkoop.txt,valid,0,
human_wynkoop_3,to candle power will placate him unless it be supplemented by a further statement detailing the cause of the trouble When you are trying to draw water in the bathroom while the cook is filling the washtubs in the basement do you say the water is poor Why then should you characterize the gas as poor when people nearer to the gas works than you are happen to be drawing heavily upon the common gas main Imagine if you please a long gas main with consumers tapping in at points throughout its entire length and with a gas holder forcing the gas in at one end Since there is a loss of pressure caused by the transmission it follows that the pressure will be higher at the gas holder than anywhere else along the line the _difference_ in pressure depending roughly upon the size and length of the pipe and upon the amount of gas flowing Now for any one customer the size and length of pipe will remain constant but the flow of gas along the line will vary from hour to hour consequently the pressure at his house may be expected to vary from hour to hour The unit of measurement of gas pressure is that pressure which will cause a difference of water level of one tenth,wynkoop.txt,valid,0,
human_macdougal_0,space climate and soil cannot be grown in the locality In addition the species which formed the vegetation of the previous geological periods are represented by fossil specimens completing the history of the plant world so far as it is known and yielding suggestions as to the descent of the present types Two general educational purposes are served by an institution of this character Its collections are arranged to present information on the form relationship mode of life habit and general biological character of the principal types of vegetation in such manner as to be capable of comprehension by persons unacquainted with the technical aspects of the subject Further interpretation of such facts may be made by means of books journals and lectures devoted entirely to this phase of the subject The material accumulated for the exploitation of popular knowledge of plants also affords an excellent basis for the induction of students into the more strictly scientific aspects of botany and when supplemented by laboratories furnished with apparatus microscopes and other instruments of precision the activities of these students may be carried beyond the frontiers of the subject in the investigation and discovery of new facts and phenomena This extension of the boundaries of knowledge concerning the plant world may be carried on to advantage only when a library is,macdougal.txt,valid,0,
human_macdougal_1,at hand which contains all of the more important literature bearing upon the subject The descriptions of the results of such researches should be made in publications devoted exclusively to this purpose in accordance with the practice of all the more important botanical institutions in the world The general scope of the New York Botanical Garden has already been described by the writer in a previous number of this magazine January 1897 The greater part of its actual construction and organization has taken place in the last three years and it has now entered upon the discharge of its chief functions Illustration MAP OF THE GARDEN The Garden comprises two hundred and fifty acres of land in Bronx Park in the City of New York which was set aside for that purpose by the Department of Public Parks in 1895 A fireproof museum building of stone brick and terra cotta 308 by 110 feet has been erected for the Garden by the city in the western part of the grounds near the Bedford Park Station of the New York Central Railroad The building has a basement floor and three stories with a total floor space of nearly two acres and a window area equal to half that of the floor area The basement contains a lecture theater capable of seating,macdougal.txt,valid,0,
human_macdougal_2,seven hundred people two large exhibition halls preparation rooms constant temperature laboratory offices and storerooms The first floor is devoted to a collection of economic plants and the temporary installation of useful products in the way of foods drugs timbers woods fibers gums waxes resins oils sugars starches poisons utensils etc gives hints as to the great diversity of uses that may be made of vegetable products together with an illustration of their method of preparation and their derivation The second floor is given over to an exhibit of types of all of the more important families and tribes of plants from the simplest and most minute to the highest and most complex Specimens models fruits seeds drawings and photographs are used to bring the principal facts clearly before the observer A set of swinging frames running parallel to the cases containing the types of the flora of the world are used to display specimens of the plants found within a hundred miles of New York City A number of special microscopes have been constructed for the purpose of forming a perfect exhibit which will enable the visitor to see some of the more salient features in the minute structure of some of the plants in the cases Illustration THE MUSEUM The third floor contains the library herbarium and laboratories,macdougal.txt,valid,0,
human_jacoby_0,by the aid of Newton’s law of gravitation But they proved just as conclusively that these planetary orbits as they are called could not maintain indefinitely the same shapes or positions Slow indeed might be the changes they were destined to undergo slow but sure with that sureness belonging to celestial science alone And so men asked Has this magnificent solar system been built upon a scale so grand been put in operation subject to a law sublime in its very simplicity only to change and change until at length it shall lose every semblance of its former self and end perhaps in chaos or extinction Laplace was able to answer confidently No Nor was his answer couched in the enthusiastic language of unbalanced theorists who work by the aid of imagination alone Based upon the irrefragable logic of correct mathematical reasoning and clad in the sober garb of mathematical formulæ his results carried conviction to men of science the world over So was it demonstrated that changes in our solar system are surely at work and shall continue for nearly countless ages yet just as surely will they be reversed at last and the system will tend to return again to its original form and condition The objection that the Newtonian law meant ultimate dissolution of the world was,jacoby.txt,test,0,
human_jacoby_1,thus destroyed by Laplace From that day forward the law of gravitation has been accepted as holding sway over all phenomena visible within our planetary world The intricacies of our own solar system being thus illumined the restless activity of the human intellect was stimulated to search beyond for new problems and new mysteries Even more fascinating than the movements of our sun and planets are all those questions that relate to the clustered stellar congeries hanging suspended within the deep blue vault of night Does the same law of gravitation cast its magic spell over that hazy cloud of Pleiads binding them like ourselves with bonds indissoluble Who shall answer yes or no We can only say that astronomers have as yet but stepped upon the threshold of the universe and fixed the telescope’s great eye upon that which is within Let us then begin by reminding the reader what is meant by that Newtonian law of gravitation It appears all things possess the remarkable property of attracting or pulling each other Newton declared that all substances solid liquid or even gaseous from the massive cliff of rock down to the invisible air all matter can no more help pulling than it can help existing His law further formulates certain conditions governing the manner in which this gravitational attraction,jacoby.txt,test,0,
human_jacoby_2,is exerted but these are mere matters of detail interest centers about the mysterious fact of attraction itself How can one thing pull another with no connecting link through which the pull can act Just here we touch the point that has never yet been explained Nature withholds from science her ultimate secrets They that have pondered longest that have descended farthest of all men into the clear well of knowledge have done so but to sound the depths beyond never touching bottom This inability of ours to give a good physical explanation of gravitation has led numerous paradoxers to doubt or even deny that there is any such thing But fortunately we have a simple laboratory experiment that helps us Unexplained it may ever remain but that there can be attraction between physical objects connected by no visible link is proved by the behavior of an ordinary magnet Place a small piece of steel or iron near a magnetized bar and it will at once be so strongly attracted that it will actually fly to the magnet Any one who has seen this simple experiment can never again deny the possibility at least of the law of attraction as stated by Newton Its possibility once admitted the fact that it can predict the motions of all the planets even,jacoby.txt,test,0,
human_jacoby_3,shown to the minutest details transforms the possibility of its birth into a certainty as strong as any human certainty can ever be But this demonstration of Newton’s law is limited strictly to the solar system itself We may indeed reason by analogy and take for granted that a law which holds within our immediate neighborhood is extremely likely to be true also of the entire visible universe But men of science are loath to reason thus and hence the fascination of researches in cosmic astronomy Analogy points out the path The astronomer is not slow to follow but he seeks ever to establish upon incontrovertible evidence those truths which at first only his daring imagination had led him to half suspect If we are to extend the law of gravitation to the utmost we must be careful to consider the law itself in its most complete form A heavenly body like the sun is often said to govern the motions of its family of planets but such a statement is not strictly accurate The governing body is no despot tis an abject slave of law and order as much as the tiniest of attendant planets The action of gravitation is mutual and no cosmic body can attract another without being itself in turn subject to that other’s gravitational action,jacoby.txt,test,0,
human_darwin_0,to look over a diary which I kept thirty seven years ago with respect to one of my own infants I had excellent opportunities for close observation and wrote down at once whatever was observed My chief object was expression and my notes were used in my book on this subject but as I attended to some other points my observations may possibly possess some little interest in comparison with those by M Taine and others which hereafter no doubt will be made I feel sure from what I have seen with my own infants that the period of development of the several faculties will be found to differ considerably in different infants During the first seven days various reflex actions namely sneezing hickuping yawning stretching and of course sucking and screaming were well performed by my infant On the seventh day I touched the naked sole of his foot with a bit of paper and he jerked it away curling at the same time his toes like a much older child when tickled The perfection of these reflex movements shows that the extreme imperfection of the voluntary ones is not due to the state of the muscles or of the co ordinating centers but to that of the seat of the will At this time though so early it,darwin.txt,test,0,
human_darwin_1,seemed clear to me that a warm soft hand applied to his face excited a wish to suck This must be considered as a reflex or an instinctive action for it is impossible to believe that experience and association with the touch of his mother’s breast could so soon have come into play During the first fortnight he often started on hearing any sudden sound and blinked his eyes The same fact was observed with some of my other infants within the first fortnight Once when he was 66 days old I happened to sneeze and he started violently frowned looked frightened and cried rather badly for an hour afterwards he was in a state which would be called nervous in an older person for every slight noise made him start A few days before this same date he first started at an object suddenly seen but for a long time afterwards sounds made him start and wink his eyes much more frequently than did sight thus when 114 days old I shook a pasteboard box with comfits in it near his face and he started whilst the same box when empty or any other object shaken as near or much nearer to his face produced no effect We may infer from these several facts that the winking of the,darwin.txt,test,0,
human_darwin_2,eyes which manifestly serves to protect them had not been acquired through experience Although so sensitive to sound in a general way he was not able even when 124 days old easily to recognize whence a sound proceeded so as to direct his eyes to the source With respect to vision his eyes were fixed on a candle as early as the 9th day and up to the 45th day nothing else seemed thus to fix them but on the 49th day his attention was attracted by a bright colored tassel as was shown by his eyes becoming fixed and the movements of his arms ceasing It was surprising how slowly he acquired the power of following with his eyes an object if swinging at all rapidly for he could not do this well when seven and a half months old At the age of 32 days he perceived his mother’s bosom when three or four inches from it as was shown by the protrusion of his lips and his eyes becoming fixed but I much doubt whether this had any connection with vision he certainly had not touched the bosom Whether he was guided through smell or the sensation of warmth or through association with the position in which he was held I do not at all know The,darwin.txt,test,0,
human_darwin_3,movements of his limbs and body were for a long time vague and purposeless and usually performed in a jerking manner but there was one exception to this rule namely that from a very early period certainly long before he was 40 days old he could move his hands to his own mouth When 77 days old he took the sucking bottle with which he was partly fed in his right hand whether he was held on the left or right arm of his nurse and he would not take it in his left hand until a week later although I tried to make him do so so that the right hand was a week in advance of the left Yet this infant afterwards proved to be left handed the tendency being no doubt inherited his grandfather mother and a brother having been or being left handed When between 80 and 90 days old he drew all sorts of objects into his mouth and in two or three weeks time could do this with some skill but he often first touched his nose with the object and then dragged it down into his mouth After grasping my finger and drawing it to his mouth his own hand prevented him from sucking it but on the 114th day after acting in,darwin.txt,test,0,
ai_ai01_train_electricity,"THE DISTRIBUTION OF ELECTRIC LIGHT.

The increasing use of electricity for illumination has rendered necessary a
careful consideration of the manner in which the current shall be distributed.
It is one thing to produce the current at a central station and quite another
to convey it economically to lamps situated at different distances. The wires
must be of sufficient capacity to carry the required current without excessive
loss, while at the same time the expense of metal must be kept within reasonable
limits.

In a large installation the demand is not constant. Some lamps are lighted
early in the evening and others later, while certain workshops may require
power during the day. A distribution system must therefore accommodate changes
of load without unnecessary waste. The arrangement of conductors, transformers
and switches becomes almost as important as the generating machinery itself.

It is sometimes supposed that the perfection of the lamp is the chief matter
to be considered. In practice the whole system must be regarded as an
interdependent mechanism. A lamp of excellent construction cannot compensate
for losses in transmission, nor can a powerful generator make a badly planned
network economical. The future development of electric lighting will depend
upon improvements in the system as a whole rather than upon a single invention.",ai01_train_electricity,train,1,
ai_ai02_train_railway_signals,"RAILWAY SIGNALS AND SAFETY.

The rapid extension of railway traffic has made the proper control of trains a
matter of increasing importance. A line upon which only a few trains are
running may be operated with simple arrangements, but the same method becomes
dangerous when the number of movements is greatly increased. The signal then
serves as the visible expression of a set of rules by which one movement is
permitted and another prohibited.

The mechanical signal itself is comparatively simple. The difficulty lies in
determining when it shall change and in making certain that the operator's
action corresponds with the actual condition of the line. A signal which
indicates safety while a train is already occupying the section beyond it is
worse than useless. The apparatus must therefore be connected with the
movements which it is intended to govern.

Automatic arrangements promise assistance in this direction because they
reduce the number of separate decisions required from the signalman. Yet
automatic machinery introduces its own conditions. Contacts may become
imperfect, wires may fail, and mechanical parts require inspection. A good
railway signal system is consequently not merely an ingenious collection of
devices. It is a method of maintaining definite knowledge of where trains are,
which lines are clear, and what movement may safely follow another.",ai02_train_railway_signals,train,1,
ai_ai03_train_water_pumps,"IMPROVEMENTS IN WATER PUMPS.

The ordinary pumping engine appears at first sight to be a simple machine.
Water enters one part of the apparatus, pressure is applied to it, and the
fluid is delivered through a pipe. Yet the useful effect depends upon many
details which are easily neglected. Valves must open and close at the proper
instant, the passages must be sufficiently large, and the moving parts must
work without excessive friction.

A pump which gives a satisfactory result under a nearly constant supply may
behave quite differently when the level of the water changes. The suction
height then becomes an important consideration, and imperfections in the
valves may produce a marked reduction of delivery. The temptation to judge a
pump merely by the force observed at its outlet is therefore misleading.

There is also an advantage in arranging the working parts so that inspection
can be made without dismantling the entire machine. An apparatus which is
theoretically efficient but troublesome to maintain may prove inferior to a
somewhat simpler construction. The best pumping machinery is likely to be that
which combines regular action with accessibility.

As in many branches of mechanical engineering, improvements do not necessarily
consist in making the machine more elaborate. A better relation among the
existing parts may accomplish more than the addition of another complicated
device.",ai03_train_water_pumps,train,1,
ai_ai04_train_telegraph_cables,"UNDERGROUND TELEGRAPH CABLES.

The proposal to place telegraph conductors beneath the surface has advantages
which are easily recognized from the appearance of a modern city. Overhead
wires multiply as the population increases, and the poles required to support
them occupy valuable space while adding little to the beauty of the streets.
Yet the removal of the wires does not remove the engineering difficulty.

A buried conductor must be protected against moisture, mechanical injury and
the disturbance produced by excavation. When a fault occurs in an overhead
line, the defective portion may often be discovered by ordinary inspection.
The underground cable conceals its condition and may therefore require a
different method of examination.

The expense of construction is also an important matter. The first cost is
greater because trenches must be prepared and suitable coverings provided.
On the other hand, the finished system is less exposed to wind and accidental
contact. Whether the change is economical must consequently be determined over
the whole period of service.

The important question is not whether one arrangement looks better than the
other, but which system provides the most reliable communication for the money
expended. A practical comparison must include construction, maintenance,
repairs and the interruptions caused by failures. Only such a comparison can
justify a general adoption of underground lines.",ai04_train_telegraph_cables,train,1,
ai_ai05_train_steam_engine,"THE GOVERNING OF STEAM ENGINES.

The successful operation of a steam engine requires more than the production
of pressure within the boiler. The engine must receive steam in such a manner
that the power developed remains reasonably uniform under changing loads.
Without some means of regulation, a reduction in the demand may cause the
speed to increase, while an increase in the work required may produce an
undesirable slowing of the machinery.

The governor performs this regulating function by responding to variations in
speed and altering the admission of steam. Its action is therefore indirect:
it does not create the power, but modifies the conditions under which the
engine receives it. The simplicity of this principle should not lead to the
supposition that every governor will act equally well.

The response must be sufficiently rapid without producing continuous
oscillation. A mechanism which closes the admission too suddenly may cause an
irregular motion, while one which moves too slowly may permit the speed to
change considerably before correction occurs. Friction and looseness in the
connecting parts introduce further difficulties.

The practical engineer consequently judges a governing apparatus not merely by
its ability to alter the steam supply, but by the steadiness of the whole
engine while the load varies. A successful arrangement is one whose corrections
are prompt, moderate and repeatable.",ai05_train_steam_engine,train,1,
