id,ai,probe,score_before,score_after,absolute_score_change,flag_changed
generated-safety-nuts,1,sentence_bullets,0.5488827042548213,0.5319472719475592,0.016935432307262133,True
generated-safety-nuts,1,digits_as_words,0.5488827042548213,0.5488827042548213,0.0,False
historical-oil-production,0,whitespace,0.4004653873574477,0.4004653873574477,0.0,False
historical-oil-production,0,uppercase,0.4004653873574477,0.4004653873574477,0.0,False
historical-oil-production,0,sentence_bullets,0.4004653873574477,0.3897199791487882,0.01074540820865949,False
historical-oil-production,0,digits_as_words,0.4004653873574477,0.415027999214075,0.014562611856627328,False
generated-oil-production,1,whitespace,0.5492756917484859,0.5492756917484859,0.0,False
generated-oil-production,1,uppercase,0.5492756917484859,0.5492756917484859,0.0,False
generated-oil-production,1,sentence_bullets,0.5492756917484859,0.5318772870648848,0.0173984046836011,True
generated-oil-production,1,digits_as_words,0.5492756917484859,0.5492756917484859,0.0,False
historical-nail-tools,0,whitespace,0.401523687927393,0.401523687927393,0.0,False
historical-nail-tools,0,uppercase,0.401523687927393,0.401523687927393,0.0,False
historical-nail-tools,0,sentence_bullets,0.401523687927393,0.3942087110863429,0.0073149768410500915,False
historical-nail-tools,0,digits_as_words,0.401523687927393,0.401523687927393,0.0,False
generated-nail-tools,1,whitespace,0.539989302517962,0.539989302517962,0.0,False
generated-nail-tools,1,uppercase,0.539989302517962,0.539989302517962,0.0,False
generated-nail-tools,1,sentence_bullets,0.539989302517962,0.5243987247280402,0.015590577789921789,True
generated-nail-tools,1,digits_as_words,0.539989302517962,0.539989302517962,0.0,False
historical-balanced-valves,0,whitespace,0.2776058830845239,0.2776058830845239,0.0,False
historical-balanced-valves,0,uppercase,0.2776058830845239,0.2776058830845239,0.0,False
historical-balanced-valves,0,sentence_bullets,0.2776058830845239,0.27362750617708465,0.0039783769074392406,False
historical-balanced-valves,0,digits_as_words,0.2776058830845239,0.2776058830845239,0.0,False
generated-balanced-valves,1,whitespace,0.5372267625421292,0.5372267625421292,0.0,False
generated-balanced-valves,1,uppercase,0.5372267625421292,0.5372267625421292,0.0,False
generated-balanced-valves,1,sentence_bullets,0.5372267625421292,0.5203489456358625,0.016877816906266663,False
generated-balanced-valves,1,digits_as_words,0.5372267625421292,0.5372267625421292,0.0,False
historical-safety-valves,0,whitespace,0.376237946951499,0.376237946951499,0.0,False
historical-safety-valves,0,uppercase,0.376237946951499,0.376237946951499,0.0,False
historical-safety-valves,0,sentence_bullets,0.376237946951499,0.3638517002490331,0.012386246702465853,False
historical-safety-valves,0,digits_as_words,0.376237946951499,0.376237946951499,0.0,False
generated-safety-valves,1,whitespace,0.5298408378447546,0.5298408378447546,0.0,False
generated-safety-valves,1,uppercase,0.5298408378447546,0.5298408378447546,0.0,False
generated-safety-valves,1,sentence_bullets,0.5298408378447546,0.5148292070656504,0.015011630779104168,False
generated-safety-valves,1,digits_as_words,0.5298408378447546,0.5298408378447546,0.0,False
historical-ship-salvage,0,whitespace,0.47310622403289404,0.47310622403289404,0.0,False
historical-ship-salvage,0,uppercase,0.47310622403289404,0.47310622403289404,0.0,False
historical-ship-salvage,0,sentence_bullets,0.47310622403289404,0.4585625116466953,0.014543712386198726,False
historical-ship-salvage,0,digits_as_words,0.47310622403289404,0.47310622403289404,0.0,False
generated-ship-salvage,1,whitespace,0.514639081345815,0.514639081345815,0.0,False
generated-ship-salvage,1,uppercase,0.514639081345815,0.514639081345815,0.0,False
generated-ship-salvage,1,sentence_bullets,0.514639081345815,0.5000765175530503,0.014562563792764771,False
generated-ship-salvage,1,digits_as_words,0.514639081345815,0.514639081345815,0.0,False
